,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
49,find_max2,1,1,0,1,1,1,1.0989763,0.4305774,0.8357161,-0.2707436,-0.74833924,-0.91512895,-0.6676479,-0.3894399,-0.14510307,-0.3210944,-0.52604115,-1.050956,0.27412212,-0.28394324,-0.65677345,1.421639,0.16980073,0.8174792,-0.44612703,0.6817253,2.2617633,-0.4684887,-0.8869245,-0.5174099,0.41045016,-0.54018605,-0.32199198,0.2539487,-0.45344868,-0.52821887,-0.055052586,-0.5621564,0.04738893,0.36906224,-0.31891108,-0.32898834,0.10725632,0.40824452,-0.7889567,-0.6565447,-0.48189175,-0.2951421,-0.3847775,2.1102293,1.1179628,1.6702235,-0.49765557,-0.43083364,-0.2227182,-0.034620915,1.9938885,1.4685781,-0.101136066,-0.2624237,-0.6972868,-0.80585974,-1.0517491,-0.13060349,-0.3947581,0.14170004,-0.20479646,-0.45368364,-0.06929505,-0.6054589,-0.47327563,-0.5557087,-0.86147577,-0.4953996,-0.44369623,-0.5735413,0.71465504,-0.627276,-0.4782354,1.2646583,1.1351244,-0.30306414,-0.62683,-0.5027287,-0.1934411,-0.07360044,-0.013279736,-0.3610062,-0.5368456,-0.78098696,-0.60205215,-0.74632466,-0.5058548,0.50886464,-0.2634403,0.23128979,-0.56586796,0.345743,-0.20420969,1.7070235,0.13230817,-0.35568935,-0.16750772,0.8122074,0.3943498,-0.5460953
50,find_median,1,1,1,0,0,1,0.4925884,1.3635918,0.60968435,-0.12883882,-0.7015987,-0.95272475,-1.0326518,-0.39865792,-0.253978,-0.18776429,-0.65621936,-1.1500849,0.2658493,-0.28613546,-0.8196673,0.9070879,-0.41611072,1.2213984,-0.39168206,0.860307,2.5148888,-0.5524833,-0.8301978,-0.5820887,0.7231091,-0.84288967,0.11169848,-0.04770562,-0.42790392,-0.76045525,0.30490395,0.564483,-0.008862026,0.075826585,-0.43328825,-0.34465733,0.28282702,0.21386299,-1.0242559,-0.6753953,-0.52235085,-0.35737503,-0.4228095,3.1019034,1.3165014,0.82781994,-0.48770675,0.5694825,-0.36502647,0.083582215,1.8230296,1.7134498,-0.07035382,-0.2216632,-0.8645763,-0.8698567,-1.0067166,0.31831148,-0.49004027,0.2620157,-0.028073017,-0.38824597,-0.24044389,-0.5337355,-0.5133906,-0.64008766,-0.9330013,-0.6203985,-0.4792511,-0.5828194,0.44665378,-0.84950554,-0.57248735,1.0875177,1.0286627,-0.46284273,-0.5125133,-0.44943747,-0.31150675,0.24258856,0.084406495,-0.46773303,-0.45883086,-0.7613325,-0.75323784,-0.9265335,-0.50059575,0.6300254,-0.08093211,0.2977633,-0.6821006,0.47139397,-0.16896914,0.8210293,0.64608216,-0.46170756,-0.057408355,0.7811124,-0.30566853,-0.48703268
51,find_min,1,1,1,0,0,1,0.4364021,0.97178876,0.8064073,-0.07293912,-0.71075684,-0.94264805,-0.83148885,-0.3898922,-0.1304206,-0.27511767,-0.57812625,-1.0179802,0.2810558,-0.24995118,-0.6553087,1.1457028,-0.6342094,0.46411332,-0.38949385,1.211659,2.4552867,-0.44931453,-0.7432766,-0.61148024,-0.12056804,-0.52627164,-0.36806226,-0.067250006,-0.41435567,-0.6497366,-0.47223046,-0.63440865,0.059253428,0.27954084,-0.30151498,-0.3364043,0.24204801,0.07732389,-0.8740174,-0.5882909,-0.5432307,-0.3453892,-0.43621823,2.0861464,1.7518665,0.53046554,-0.45042068,-0.36641142,-0.09459475,0.105182685,1.2113745,2.2265148,0.20070386,-0.24626444,-0.7096424,-0.8186158,-1.0833831,-0.04111263,-0.39181516,0.37682393,-0.25058407,-0.30846903,-0.09698197,-0.4512557,-0.5218945,-0.6455936,-0.91959184,-0.46622124,-0.41996112,-0.64029044,0.6307545,-0.6329148,-0.46526688,1.2526137,1.3515819,-0.30393234,-0.49636286,-0.53771895,0.017308548,0.016077593,0.3007939,-0.3805853,-0.502313,-0.6820165,-0.49180603,-0.7971862,-0.45955658,0.849426,0.12305365,0.55266124,-0.5627605,0.43005314,-0.061002728,0.61057365,0.29967356,-0.421546,0.048389826,0.9119234,-0.1530828,-0.48834568
52,g_Test,0,1,0,1,1,1,0.965785,1.0314667,0.45457354,-0.1681171,-0.6309302,-0.8986344,-1.1505464,-0.47575763,-0.28034392,-0.15808865,-0.6430622,-1.0696319,-0.019705145,-0.25399128,-0.74015874,0.6273937,-0.5879002,0.9389245,-0.3931786,0.88435256,2.5921204,-0.51710486,-0.7211019,-0.66091675,0.52647746,-0.76771545,-0.1853361,-0.107704274,-0.41883364,-0.7887832,0.23369122,0.03572236,-0.00047618593,-0.16595237,-0.44924095,-0.47116032,0.08465441,0.11373821,-0.98660797,-0.68564737,-0.5877652,-0.16383395,-0.42574432,1.9448808,1.7749609,0.5724481,-0.38139048,0.52302164,-0.2889118,-0.0012778456,1.4106323,2.1414716,-0.14052917,-0.0861805,-0.6015374,-0.7765361,-0.84105337,0.19623576,-0.39625186,0.23272198,-0.08903416,-0.25867683,0.17493221,-0.45573857,-0.52046734,-0.69011796,-0.9264122,-0.6163013,-0.459168,-0.69444853,0.6333092,-0.7702004,-0.47601756,1.4521979,0.840293,-0.43722093,-0.12973215,-0.3229977,-0.32168248,0.20824665,0.53857714,-0.4310534,-0.48326853,-0.71422726,-0.71294826,-0.9476384,-0.45220765,1.0388014,0.088157296,0.9419699,-0.6652134,0.573089,-0.099545695,1.1023552,0.46932432,-0.44423997,0.043275245,0.8889822,-0.012749483,-0.5090599
53,geometric_mean,1,1,1,0,0,1,0.5297341,1.129417,-0.14342217,-0.14591846,-0.4410833,-0.77225804,-1.143236,-0.3244953,-0.3627469,-0.11528552,-0.5664838,-0.99061626,-0.098126665,-0.29164192,-0.742487,-0.109273,-0.48361573,1.1515124,-0.1372677,1.0342636,0.9559436,-0.60884,-0.37054583,-0.65083456,0.9226599,-0.6486085,-0.030001987,-0.34334573,-0.29082105,-0.7734873,0.31101692,0.47862267,0.163628,-0.49536237,-0.55887955,-0.43312263,0.27281123,0.18149887,-0.96155894,-0.679456,-0.5712962,-0.34610116,-0.48463017,1.7427148,2.2148094,0.47792083,-0.42498973,0.7062282,-0.37978983,0.21992472,1.4052333,2.4258645,-0.24194725,-0.38933435,-0.83444923,-0.69493306,-0.6020611,0.4039262,-0.47845536,0.014994152,0.09084471,-0.32300836,-0.17975914,-0.42439377,-0.47115782,-0.5664642,-0.9117756,-0.75131124,-0.51847494,-0.73555446,-0.27954948,-0.82747066,-0.51341015,1.3699633,0.42083594,-0.2829195,0.2097976,-0.29975146,-0.32886586,0.027184298,0.82603884,-0.48373264,-0.30253893,-0.5900653,-0.5369534,-0.868608,-0.47821897,1.1217736,-0.0059688427,0.7893269,-0.42874622,0.20812792,-0.06572993,0.27029648,0.19061519,-0.4447258,-0.1042311,0.72189945,-0.3216899,-0.20365784
54,get_array_value,1,1,0,1,1,1,0.62619257,0.76551497,-0.04597723,-0.20320033,-0.64053804,-0.83242977,-0.75606,-0.4534089,0.0334529,-0.27571434,-0.44718727,-0.97783035,0.30220264,-0.28763056,-0.64244634,0.27610385,-0.48102608,1.0595945,-0.37594712,0.7325693,1.7951746,-0.5854967,-0.6924468,-0.55803424,0.1605426,-0.43908647,-0.28689,0.006355769,-0.42635685,-0.63881385,-0.28537914,-0.32817695,0.38955542,-0.23753601,-0.17949513,-0.36136967,0.550374,0.4857068,-0.6719579,-0.5804403,-0.52628374,-0.32932886,-0.4686938,1.064542,0.7658136,1.012544,0.007022219,-0.1837127,0.07493061,0.048501372,1.8943777,1.7164822,-0.28780463,-0.38514975,-0.75681114,-0.74922657,-0.6953609,0.1326687,-0.1462827,0.012975845,-0.1480194,-0.36798963,-0.08571212,-0.6771172,-0.43850568,-0.71804315,-0.9155221,-0.60698515,-0.4170464,-0.5614339,0.15565144,-0.5920726,-0.48940182,1.5443454,0.8310624,0.18407512,-0.561375,-0.24748202,0.06802572,-0.1433746,-0.041826263,-0.3998054,-0.31345186,-0.55934143,-0.39929184,-0.7728937,-0.5091977,0.2617335,0.15539314,0.49644068,-0.51988727,0.04981231,-0.09125659,1.0911804,-0.08132002,-0.3172388,-0.032195613,0.550837,0.28905898,-0.11222144
55,hamming_dist,0,0,0,1,1,1,0.540773,0.6224377,0.56403226,-0.22800106,-0.6513188,-0.8746792,-0.7640042,-0.3615825,-0.1855017,-0.28501293,-0.4378805,-1.0145768,0.20785914,-0.27029467,-0.6057114,0.7758853,-0.58801615,0.5678031,-0.35768864,1.0816634,2.1419375,-0.46730033,-0.68972313,-0.6455396,-0.028560858,-0.4435076,-0.27520132,0.0800793,-0.3895098,-0.6430386,-0.40207344,-0.5889831,0.084556416,0.029041963,-0.5129136,-0.34871036,0.30650225,0.15868191,-0.8100292,-0.5837029,-0.54232734,-0.11214693,-0.4244218,1.6464094,1.5840577,0.53590775,-0.37111908,-0.101821445,0.13478725,0.13719232,1.301997,2.1604917,0.12098779,-0.058756955,-0.70022947,-0.8179022,-0.92998797,0.040046744,-0.38569158,0.33771202,-0.24789852,-0.33527544,0.0011602696,-0.5057219,-0.48689193,-0.5767636,-0.9119106,-0.5560728,-0.44793862,-0.5928801,0.80912405,-0.6639378,-0.47679958,1.0527654,0.8759219,-0.035508312,-0.33031583,-0.45670494,-0.28221187,-0.025996448,0.3959148,-0.35992375,-0.48566252,-0.65416956,-0.5198772,-0.7838655,-0.42062017,0.65910995,0.2734471,0.50081736,-0.5520872,0.43328598,0.14896268,0.9028643,0.0312739,-0.40823862,-0.08159193,0.7270965,-0.005469976,-0.4050967
56,harmonicMean,1,1,1,0,0,1,0.46714962,1.6236036,0.013731882,-0.23138128,-0.60043585,-0.88853264,-1.290348,-0.4087322,-0.33273304,-0.17749244,-0.72751987,-1.1545767,-0.14728972,-0.284867,-0.84325254,0.15804078,-0.605624,1.1838828,-0.25073427,0.5582219,2.025108,-0.56533885,-0.61390525,-0.60641885,1.0592656,-0.86219925,0.10290888,-0.30087018,-0.3442745,-0.89539397,0.53920126,0.92583734,-0.07649369,-0.30577552,-0.51129067,-0.48555732,0.13751699,0.025586454,-1.1151588,-0.69213116,-0.5990887,-0.29135638,-0.44600514,2.487484,2.1850426,0.18826413,-0.45486823,1.0315638,-0.48927397,0.1333944,1.3951583,2.1120276,-0.33233157,-0.19087437,-0.87040746,-0.82130665,-0.80318475,0.28915748,-0.52538997,0.07293541,0.2677864,-0.39776725,-0.25795472,-0.42266244,-0.49300143,-0.66942114,-0.9309617,-0.8165423,-0.49234715,-0.7299957,0.11371331,-0.94993657,-0.5797023,1.6715769,0.5151698,-0.51478493,-0.010292277,-0.30948758,-0.3696424,0.2964545,0.7981943,-0.5367474,-0.39832875,-0.6234836,-0.68114066,-1.0080172,-0.45817658,1.1132039,0.019628927,0.5472561,-0.56683797,0.43754464,-0.12776865,0.3761032,0.6052814,-0.5142341,0.03725295,0.49552482,-0.56119007,-0.38378406
57,insertion_sort,1,1,1,0,0,1,0.94549686,0.3069684,0.8637031,0.2704897,-0.73440593,-0.94261205,-0.7192709,-0.43723762,-0.14361866,-0.33566016,-0.49930435,-0.92631966,0.43437555,-0.29988036,-0.65547687,1.2731864,-0.5478135,0.752084,-0.32710946,1.0032917,2.4208322,-0.47051513,-0.7302511,-0.5993338,-0.08002768,-0.5754173,-0.30973247,-0.09623544,-0.34996408,-0.612008,-0.4313776,-0.5382714,0.2459239,0.23669222,-0.32760495,-0.35901946,0.5291832,0.031575225,-0.89632756,-0.4454303,-0.5872507,-0.3304387,-0.45929655,2.3795972,1.2734433,1.0233732,-0.4170153,-0.3674018,-0.2507662,-0.063852966,1.587864,1.799827,0.1901724,-0.13475154,-0.7515407,-0.85300255,-0.9677517,0.46033508,-0.29768565,0.34136194,-0.235977,-0.046832986,0.03911041,-0.42384768,-0.50610965,-0.5680508,-0.8953413,-0.4841443,-0.46875608,-0.62727094,0.68583125,-0.5904297,-0.5235756,1.1664494,1.2886701,-0.25705147,-0.50958943,-0.5486837,-0.11870526,0.10220531,0.34516877,-0.41546777,-0.48247212,-0.65454745,-0.51851887,-0.79284984,-0.51604325,0.49916148,-0.17024174,0.86395067,-0.59062636,0.5290701,-0.20170905,1.1087765,0.15608415,-0.4366435,-0.08095114,1.078079,-0.031227427,-0.51402265
58,kurtosis,1,1,1,0,0,0,0.99980557,1.1330191,0.16829313,-0.2731271,-0.57537675,-0.8583132,-1.257701,-0.48437616,-0.36010906,-0.12751544,-0.67259705,-1.0892417,-0.13225098,-0.26640642,-0.78999627,0.2474544,-0.47124702,1.1130742,-0.30296257,0.7096483,2.258929,-0.5068188,-0.6184374,-0.6430808,0.72257304,-0.8114847,-0.15547541,-0.2539251,-0.35403177,-0.7750165,0.54480636,0.28353724,0.008952507,-0.25472802,-0.4358594,-0.50760984,0.06270378,0.032793276,-0.992023,-0.71764547,-0.5971985,-0.3112814,-0.41553664,1.8077252,2.2429695,0.7375625,-0.49429888,0.53037053,-0.52860916,0.063537546,1.7407862,2.3420622,-0.30727932,-0.16819511,-0.7883263,-0.8124451,-0.8279174,0.115229174,-0.49034974,0.071835905,0.1438105,-0.39873543,0.15842533,-0.42555493,-0.49353576,-0.6653775,-0.90825546,-0.72940195,-0.47987992,-0.75625324,0.3413411,-0.8388504,-0.47378013,1.9257345,0.68335927,-0.49272305,0.047017794,-0.12579694,-0.3755846,0.10210809,0.7728336,-0.5023365,-0.4356292,-0.6976167,-0.7292885,-0.9626565,-0.48477864,1.4372294,-0.13050099,0.938078,-0.5597623,0.42683277,-0.11073504,1.2701597,0.30773333,-0.44770572,0.057570074,0.6763938,0.12559341,-0.50743806
59,lag,0,1,0,0,0,0,1.1042435,1.1202434,0.2786908,-0.33811334,-0.6439593,-0.84274185,-1.2162851,-0.46036428,-0.35656726,-0.14118603,-0.69491845,-1.1824058,-0.04046391,-0.23451695,-0.79012364,0.41513073,-0.33350033,1.3351294,-0.33065885,0.72676474,2.2655728,-0.5389087,-0.32243353,-0.6283362,0.855534,-0.80659777,-0.08530898,-0.13269936,-0.3866726,-0.75924176,0.5876063,0.27657703,0.014229029,-0.23741747,-0.41254336,-0.42136872,0.20319173,0.10722973,-0.96486837,-0.7401173,-0.52423245,-0.26787397,-0.38414693,2.1311116,1.3264817,0.96371645,-0.43351498,0.3458777,-0.49893552,0.08155127,1.9669901,2.1726053,-0.32035932,-0.16670224,-0.80410564,-0.8687763,-0.8567715,0.111652456,-0.41692162,-0.00392736,0.19235086,-0.42233792,0.17472567,-0.4539413,-0.5417236,-0.58105516,-0.8243668,-0.77760875,-0.49183807,-0.67887,0.39814776,-0.8053596,-0.49256945,1.7414423,0.6196801,-0.5565151,0.46829662,-0.21828547,-0.43738636,0.12491618,0.8370595,-0.4719117,-0.42175373,-0.7008757,-0.7932587,-0.9529996,-0.5054303,1.0527952,-0.048414953,0.68537456,-0.60939264,0.6261624,-0.102689825,1.3010648,0.3236943,-0.43509474,-0.028677508,0.6322487,0.10481326,-0.49553216
60,manhattanDist,0,1,0,1,1,1,0.80062443,0.46144843,0.5667868,-0.24040547,-0.6620155,-0.90888333,-0.8010546,-0.36268637,-0.10124366,-0.2975572,-0.51305854,-0.9332091,0.2545717,-0.12541218,-0.47998372,0.9580836,-0.5106833,0.5956801,-0.29308158,1.0069793,1.8119963,-0.42944977,-0.5558212,-0.6405594,0.16483364,-0.3638143,-0.34481043,0.08324469,-0.35508904,-0.6209497,-0.3646924,-0.6559383,0.11537276,0.08222153,-0.5532965,-0.28332865,0.34507957,-0.117893584,-0.81360024,-0.33515564,-0.51912403,-0.13227522,-0.41677177,1.6343541,2.025622,0.40556362,-0.29859707,-0.2775621,-0.15953638,0.23149952,0.68873066,2.4326355,0.16631454,-0.046785407,-0.65781844,-0.7627384,-0.92064655,-0.037356228,-0.27733412,0.26657867,-0.25307325,-0.3020832,0.030165218,-0.410035,-0.44896,-0.53377485,-0.8416079,-0.5502809,-0.43471357,-0.60342515,0.7904762,-0.60339105,-0.43227845,1.5647488,0.987816,-0.13660733,-0.18750314,-0.43805897,-0.24973041,-0.014266861,0.91338986,-0.3582963,-0.5037284,-0.6152372,-0.5767269,-0.7214269,-0.39931658,1.0442224,0.0076443367,0.92197645,-0.47098374,0.4929673,0.18683226,0.94473004,-0.030623794,-0.42100888,-0.03055241,1.1789019,0.015874702,-0.3676982
61,manhattanDist2,0,1,0,1,1,1,0.70135814,0.534763,0.5330467,-0.22810364,-0.667927,-0.85239655,-0.79493815,-0.33227623,-0.16055706,-0.25019068,-0.5276665,-0.95637053,0.22188327,-0.24215911,-0.51854205,0.8564248,-0.5263947,0.7202848,-0.30487514,1.2371525,1.838201,-0.46370134,-0.5925514,-0.6486809,0.12475042,-0.41085958,-0.36057797,0.07511507,-0.3488744,-0.6086819,-0.3439766,-0.6280623,0.16756299,0.07391919,-0.51481485,-0.29059723,0.4390605,-0.06340389,-0.79346204,-0.5525983,-0.5394153,-0.10326451,-0.40156147,1.6240779,1.754853,0.63508654,-0.3445746,-0.23877415,-0.115469605,0.2760979,1.0796673,2.3988876,0.15594453,-0.034329288,-0.67390156,-0.7842055,-0.94487715,-0.052628204,-0.32240513,0.28167588,-0.26424113,-0.3197986,0.09759106,-0.46757245,-0.48220387,-0.53595775,-0.87894934,-0.52549475,-0.43881497,-0.5842898,0.84834415,-0.63166344,-0.45101973,1.2971835,1.0351241,-0.10901443,-0.20628785,-0.44231805,-0.29484573,-0.03657427,0.5929368,-0.30415687,-0.46254587,-0.6391821,-0.5685294,-0.7413163,-0.4197373,0.88783646,-0.005368922,0.6612183,-0.49036145,0.5487957,0.24168232,0.9640658,0.0035821348,-0.39937666,-0.045101058,0.9236091,0.028710041,-0.39795357
62,max,1,1,1,1,1,1,0.8234311,0.52593803,0.7214082,-0.043188166,-0.70763737,-0.8949839,-0.74098426,-0.39965084,-0.017489797,-0.20701684,-0.5435287,-0.9299939,0.1338283,-0.2647256,-0.53667265,1.0358968,-0.5844159,0.332066,-0.3808337,1.1107906,2.0659137,-0.49285245,-0.66659266,-0.58721906,0.18561666,-0.4496244,-0.38832748,0.12745896,-0.44768628,-0.6542669,-0.40205938,-0.694934,0.11048995,0.13749248,-0.40895072,-0.34587017,0.20892182,0.041599177,-0.7948678,-0.52143997,-0.5431037,-0.28178754,-0.44818467,1.7523766,1.6979338,0.43882817,-0.30638888,-0.34060264,-0.040825967,0.0041732565,0.5959462,2.1263359,0.16269968,-0.264356,-0.6767879,-0.77853453,-0.90915036,0.10339652,-0.19585323,0.29758772,-0.24042223,-0.29647624,0.03046537,-0.36367977,-0.4719107,-0.6585015,-0.8743624,-0.41597247,-0.4214821,-0.63234043,0.620063,-0.55637205,-0.43599525,1.5479152,1.3236034,-0.11226824,-0.38079485,-0.5023932,-0.0850606,0.04534827,0.4153393,-0.35225576,-0.4891217,-0.6184979,-0.45088795,-0.75095433,-0.4368218,0.7323185,0.0077719633,0.76048815,-0.516255,0.55007195,0.031200096,0.72601044,0.0960267,-0.41273978,-0.12526108,1.0835723,0.031326145,-0.35357127
63,meanDeviation,1,0,1,0,0,0,1.0275704,1.028169,0.1424218,-0.18985501,-0.6245039,-0.86669105,-1.0496132,-0.43901554,-0.1945565,-0.04621301,-0.5966198,-0.9989254,-0.0034354255,-0.2637825,-0.5969955,0.32543147,-0.5212944,0.9694039,-0.28667602,1.0879414,1.709527,-0.5763031,-0.5852555,-0.65898454,0.88224196,-0.62370294,-0.13599351,0.12831849,-0.40008357,-0.7793302,0.15735598,0.10617105,0.14862768,-0.3234973,-0.4689823,-0.35480586,0.42250207,-0.026636124,-0.8351137,-0.5801595,-0.5659542,-0.18408614,-0.42658162,1.8208679,1.7726085,0.6328691,-0.29899633,0.4623624,-0.25055894,0.13687702,1.0538472,2.2075925,-0.079341725,-0.14886037,-0.7602726,-0.79754096,-0.8180981,0.26453355,-0.24452013,0.14698708,-0.13400346,-0.32006943,0.060390532,-0.456829,-0.4648225,-0.68943244,-0.89606005,-0.5684009,-0.45335835,-0.641182,0.50983983,-0.7202836,-0.47284538,1.7482008,1.0875146,-0.085265234,-0.119007945,-0.35704577,-0.3059978,0.17241502,0.48333892,-0.37657744,-0.3934781,-0.63517886,-0.6149107,-0.8494882,-0.43229926,0.91986614,-0.05523047,0.7961387,-0.52625227,0.5694105,0.16419381,0.8729146,0.20955426,-0.39610767,-0.010993615,1.0328109,-0.0647852,-0.30355558
64,mean_Diff,0,0,0,0,0,0,0.8760397,1.1576544,0.36678168,-0.26259828,-0.68620515,-0.8999171,-1.0489743,-0.3822342,-0.23264673,-0.1761357,-0.63311,-1.0681041,-0.00014922302,-0.24330781,-0.62713116,0.72604835,-0.5550467,0.9419174,-0.30206805,1.0221822,2.166465,-0.5253811,-0.66390294,-0.6190975,0.72941655,-0.6579769,-0.0954353,0.03777799,-0.3745273,-0.78652453,0.1361859,0.16236268,0.11905431,-0.054625787,-0.50570065,-0.33754966,0.27902877,-0.026363807,-0.91898906,-0.5858563,-0.5587979,-0.16799903,-0.3975639,2.2832315,1.7023734,0.4531889,-0.37815952,0.47798407,-0.29516807,0.15210411,0.94918793,2.1896563,-0.12759371,-0.14169201,-0.7729435,-0.85992646,-0.91856116,0.12473207,-0.3518053,0.1350891,-0.1146668,-0.33731836,0.046266347,-0.5387464,-0.50442016,-0.65368354,-0.8970255,-0.60358554,-0.45475936,-0.6160718,0.71538484,-0.7507603,-0.48416212,1.5391371,1.049224,-0.233511,-0.16465954,-0.4154071,-0.33370405,0.23146676,0.6026898,-0.37492022,-0.44246414,-0.6604586,-0.71069753,-0.8859389,-0.41770178,0.975798,-0.037601184,0.7522277,-0.5929968,0.677546,0.10887309,0.79847246,0.40316305,-0.4319642,-0.0020536995,1.012503,-0.21175939,-0.39830598
65,mean_abs_error,0,1,0,0,0,1,0.6054258,1.235659,0.31590977,-0.26253211,-0.6580367,-0.874889,-1.051753,-0.37895742,-0.24892499,-0.14371838,-0.61170346,-1.0610992,0.11669123,-0.24298917,-0.6534222,0.622073,-0.5534921,1.1404281,-0.29524174,1.1851734,2.046975,-0.5332896,-0.65473336,-0.65015155,0.6309981,-0.6522278,-0.09741868,-0.012071202,-0.3446082,-0.72989887,0.11728783,0.16614078,0.08057741,-0.07898317,-0.49142158,-0.32421207,0.42941543,-0.011489529,-0.9167411,-0.61486113,-0.54517543,-0.18003339,-0.39780378,2.2744286,1.6669153,0.5806306,-0.38493526,0.4201545,-0.28985327,0.29302794,1.2867925,2.3206487,-0.062742524,-0.13305123,-0.78397167,-0.8271536,-0.9368241,0.09029472,-0.4001451,0.15986331,-0.1377223,-0.3509434,-0.011860229,-0.5815492,-0.5002162,-0.6150393,-0.9043649,-0.6339103,-0.4651941,-0.5969394,0.64355093,-0.77104616,-0.50600356,1.2639532,0.95549893,-0.2670891,-0.19994986,-0.40738574,-0.33233976,0.18279606,0.4928122,-0.34983668,-0.41462642,-0.6891929,-0.67350155,-0.863585,-0.43122274,0.9126533,-0.015633928,0.5798553,-0.58247125,0.6160205,0.17034175,0.7781955,0.33735332,-0.42519003,-0.014201039,0.8591777,-0.22722365,-0.4004805
66,min,1,1,1,0,0,1,0.53304064,0.5110606,0.4280265,0.011253026,-0.60386777,-0.9119719,-0.8238809,-0.46130297,-0.13396578,-0.20419967,-0.5700902,-0.95054144,0.30890757,-0.27530998,-0.6088235,0.7233439,-0.5737776,0.46252102,-0.3019433,0.90319467,1.8934679,-0.49526405,-0.523627,-0.6387049,0.077971116,-0.44972152,-0.422335,-0.08897656,-0.41290385,-0.6802648,-0.36326206,-0.62329865,0.068445615,-0.0875109,-0.40367872,-0.38610038,0.38834038,0.0798242,-0.8338657,-0.620008,-0.5832169,-0.38485476,-0.46138766,1.1842048,1.8941579,0.45721096,-0.37439892,-0.23030837,-0.09840621,0.18422204,1.073473,2.186755,0.12555137,-0.3023655,-0.61286217,-0.72889096,-0.8416638,0.017199181,-0.31231257,0.15622437,-0.045166254,-0.31174457,-0.061444562,-0.3000099,-0.5010308,-0.60914785,-0.8716243,-0.57074344,-0.42234296,-0.76698875,0.3251712,-0.65928805,-0.47542095,1.6327674,0.9835275,-0.2892385,-0.19122529,-0.46515796,-0.13552041,-0.08150795,0.581457,-0.34105653,-0.44618133,-0.5635538,-0.38545853,-0.7844283,-0.47608912,0.779384,0.15661891,0.68793344,-0.43122366,0.31838405,-0.103479736,0.7755108,0.07925804,-0.45294592,0.08276489,0.768601,-0.050524488,-0.419967
67,partition,0,0,0,0,0,0,0.56198186,0.36857668,0.7968434,0.16718906,-0.7770083,-1.077566,-0.907729,-0.48782593,-0.32754648,-0.37838787,-0.6239963,-1.1155397,0.24483721,-0.36194664,-0.97862166,1.072053,-0.4760632,0.6849504,-0.43499866,0.5029718,3.4156535,-0.4848959,-0.63754964,-0.6699442,-0.27427998,-0.8337161,-0.36560246,-0.099049374,-0.4720905,-0.61227506,-0.43185592,-0.479801,0.01076505,0.20776159,-0.19450304,-0.5795109,0.45329723,0.1756147,-1.0081074,-0.62661844,-0.6787538,-0.35161358,-0.5263002,2.674542,1.2566404,1.1895587,-0.45255908,-0.4059857,-0.27386585,-0.26139414,2.4700518,2.0014775,-0.15155442,-0.041464023,-0.96838576,-0.92549145,-1.0294913,0.36662683,-0.4755086,0.21560808,0.015584431,-0.26426747,-0.21727301,-0.1187987,-0.6720866,-0.59801114,-1.0530078,-0.8241983,-0.5523566,-0.82508874,0.7142167,-0.7795924,-0.644818,1.0038679,0.92208004,-0.23094949,-0.22847265,-0.27341783,-0.0055052247,-0.010706327,0.3917045,-0.6723533,-0.5031997,-0.6675242,-0.66465896,-0.86404747,-0.626053,0.33168244,-0.10624392,0.32400194,-0.66537356,0.3549417,-0.39009345,1.3855592,0.25244898,-0.49847677,0.070949726,0.39158514,0.10578699,-0.61008453
